order_sk,order_id,date_id,channel_sk,store_sk,customer_sk,billing_location_sk,shipping_location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
2309,1000002308,20240517,1,,635,2007,1070,CANCELLED,49680.0,10432.8,1200.0,61312.8
2310,1000002309,20250301,1,,498,1501,65,FULFILLED,14850.0,3118.5,1200.0,19168.5
2311,1000002310,20240811,2,4,886,2097,4,FULFILLED,24000.0,5040.0,0.0,29040.0
2312,1000002311,20250502,2,4,1127,,4,FULFILLED,61335.0,12880.35,0.0,74215.35
2313,1000002312,20240414,1,,1220,883,265,PAID,12000.0,2520.0,1500.0,16020.0
2314,1000002313,20241115,1,,16,2518,270,FULFILLED,57825.0,12143.25,1200.0,71168.25
2315,1000002314,20240319,1,,350,,2814,PAID,14700.0,3087.0,900.0,18687.0
2316,1000002315,20240423,1,,37,989,3115,FULFILLED,21600.0,4536.0,900.0,27036.0
2317,1000002316,20241025,1,,1445,1095,1980,CANCELLED,12348.0,2593.08,1500.0,16441.08
2318,1000002317,20240116,1,,18,2772,2215,FULFILLED,12600.0,2646.0,1200.0,16446.0
2319,1000002318,20240408,1,,975,2218,864,REFUNDED,14700.0,3087.0,0.0,17787.0
2320,1000002319,20250210,2,3,304,341,3,FULFILLED,14700.0,3087.0,0.0,17787.0
2321,1000002320,20250107,1,,1199,,1954,FULFILLED,32400.0,6804.0,0.0,39204.0
2322,1000002321,20240422,2,2,437,486,2,FULFILLED,11400.0,2394.0,0.0,13794.0
2323,1000002322,20240621,1,,424,373,307,FULFILLED,37800.0,7938.0,900.0,46638.0
2324,1000002323,20240901,1,,1364,2612,2517,FULFILLED,30000.0,6300.0,1500.0,37800.0
2325,1000002324,20250327,1,,979,1388,498,FULFILLED,10800.0,2268.0,900.0,13968.0
2326,1000002325,20250702,1,,110,3119,1593,FULFILLED,58425.0,12269.25,0.0,70694.25
2327,1000002326,20241114,1,,751,2627,1981,FULFILLED,61752.0,12967.92,900.0,75619.92
2328,1000002327,20240628,1,,1427,89,2942,FULFILLED,32400.0,6804.0,900.0,40104.0
2329,1000002328,20250316,1,,252,3175,862,FULFILLED,25650.0,5386.5,1200.0,32236.5
2330,1000002329,20241206,2,2,846,,2,CANCELLED,23760.0,4989.6,0.0,28749.6
2331,1000002330,20250306,1,,1183,40,2182,FULFILLED,12936.0,2716.56,1500.0,17152.56
2332,1000002331,20250623,1,,874,631,1482,FULFILLED,60030.0,12606.3,900.0,73536.3
2333,1000002332,20250801,1,,469,245,2212,FULFILLED,24000.0,5040.0,900.0,29940.0
2334,1000002333,20250510,1,,637,1557,2892,FULFILLED,30000.0,6300.0,1500.0,37800.0
2335,1000002334,20250610,2,3,1068,202,3,FULFILLED,66270.0,13916.7,0.0,80186.7
2336,1000002335,20250809,2,3,1230,2703,3,FULFILLED,13230.0,2778.3,0.0,16008.3
2337,1000002336,20250330,1,,249,1027,2535,FULFILLED,50955.0,10700.55,1500.0,63155.55
2338,1000002337,20241201,1,,390,225,1186,FULFILLED,14250.0,2992.5,1200.0,18442.5
2339,1000002338,20240209,2,2,162,1711,2,PAID,29400.0,6174.0,0.0,35574.0
2340,1000002339,20250311,2,1,493,2562,1,PAID,27000.0,5670.0,0.0,32670.0
2341,1000002340,20241008,1,,1231,2385,2489,PAID,25080.0,5266.8,900.0,31246.8
2342,1000002341,20241102,1,,382,2160,1626,CREATED,21600.0,4536.0,1200.0,27336.0
2343,1000002342,20250314,1,,887,2396,2622,FULFILLED,22800.0,4788.0,900.0,28488.0
2344,1000002343,20250101,1,,949,,1012,FULFILLED,76500.0,16065.0,1200.0,93765.0
2345,1000002344,20241015,1,,78,3162,2221,FULFILLED,67620.0,14200.2,1200.0,83020.2
2346,1000002345,20240913,1,,747,978,1686,FULFILLED,11400.0,2394.0,1200.0,14994.0
2347,1000002346,20240530,1,,138,1109,3032,FULFILLED,25080.0,5266.8,900.0,31246.8
2348,1000002347,20250824,1,,1058,1025,2925,FULFILLED,44100.0,9261.0,900.0,54261.0
2349,1000002348,20250615,2,2,189,1586,2,FULFILLED,35640.0,7484.4,0.0,43124.4
2350,1000002349,20250519,1,,507,2556,1671,CANCELLED,44970.0,9443.7,900.0,55313.7
2351,1000002350,20240511,2,4,1374,1453,4,FULFILLED,10800.0,2268.0,0.0,13068.0
2352,1000002351,20241231,1,,85,,2637,FULFILLED,37800.0,7938.0,1500.0,47238.0
2353,1000002352,20240806,1,,239,1193,2480,FULFILLED,21600.0,4536.0,900.0,27036.0
2354,1000002353,20240630,1,,17,2192,334,FULFILLED,25872.0,5433.12,900.0,32205.12
2355,1000002354,20240329,1,,351,1175,2468,FULFILLED,32868.0,6902.28,1200.0,40970.28
2356,1000002355,20240608,1,,1421,1140,2575,FULFILLED,28500.0,5985.0,900.0,35385.0
2357,1000002356,20240529,2,2,719,135,2,PAID,23520.0,4939.2,0.0,28459.2
2358,1000002357,20240306,1,,58,1016,377,CANCELLED,24000.0,5040.0,900.0,29940.0
2359,1000002358,20240913,1,,245,354,339,FULFILLED,37044.0,7779.24,900.0,45723.24
2360,1000002359,20250817,2,2,1320,1015,2,FULFILLED,39900.0,8379.0,0.0,48279.0
2361,1000002360,20241201,2,1,947,1428,1,FULFILLED,33000.0,6930.0,0.0,39930.0
2362,1000002361,20241005,1,,29,1948,2563,FULFILLED,35280.0,7408.8,1200.0,43888.8
2363,1000002362,20240716,1,,375,347,2510,FULFILLED,14700.0,3087.0,1200.0,18987.0
2364,1000002363,20240210,1,,314,2448,1875,FULFILLED,13500.0,2835.0,900.0,17235.0
2365,1000002364,20250421,1,,974,1879,593,FULFILLED,26010.0,5462.1,1200.0,32672.1
2366,1000002365,20240905,1,,345,1840,680,REFUNDED,44835.0,9415.35,900.0,55150.35
2367,1000002366,20250405,1,,1331,2730,720,FULFILLED,12000.0,2520.0,1200.0,15720.0
2368,1000002367,20240824,2,1,1008,,1,FULFILLED,14700.0,3087.0,0.0,17787.0
2369,1000002368,20250722,2,4,588,2540,4,FULFILLED,12000.0,2520.0,0.0,14520.0
2370,1000002369,20250320,1,,274,1720,2328,PAID,28500.0,5985.0,1200.0,35685.0
2371,1000002370,20240823,2,2,1488,2164,2,PAID,14250.0,2992.5,0.0,17242.5
2372,1000002371,20240718,1,,1089,608,3041,PAID,37620.0,7900.2,1200.0,46720.2
2373,1000002372,20240714,1,,1472,1032,452,FULFILLED,21168.0,4445.28,1200.0,26813.28
2374,1000002373,20250130,1,,1294,1441,2398,FULFILLED,42750.0,8977.5,1200.0,52927.5
2375,1000002374,20250324,2,2,10,1541,2,FULFILLED,34320.0,7207.2,0.0,41527.2
2376,1000002375,20241115,1,,905,991,381,CANCELLED,27000.0,5670.0,1200.0,33870.0
2377,1000002376,20241125,1,,392,691,1805,PAID,58152.0,12211.92,1500.0,71863.92
2378,1000002377,20241018,1,,872,501,2980,FULFILLED,23370.0,4907.7,1200.0,29477.7
2379,1000002378,20240420,1,,825,2418,1299,FULFILLED,34560.0,7257.6,0.0,41817.6
2380,1000002379,20240511,2,3,625,343,3,FULFILLED,42750.0,8977.5,0.0,51727.5
2381,1000002380,20240226,1,,1389,221,932,FULFILLED,32400.0,6804.0,1500.0,40704.0
2382,1000002381,20240519,1,,5,1036,452,FULFILLED,21600.0,4536.0,900.0,27036.0
2383,1000002382,20240602,2,1,74,2594,1,FULFILLED,12936.0,2716.56,0.0,15652.56
2384,1000002383,20250912,1,,805,2407,3076,FULFILLED,90000.0,18900.0,0.0,108900.0
2385,1000002384,20240920,1,,893,1864,2945,FULFILLED,21600.0,4536.0,1200.0,27336.0
2386,1000002385,20250420,1,,347,,258,FULFILLED,75600.0,15876.0,0.0,91476.0
2387,1000002386,20240410,2,4,705,906,4,FULFILLED,57600.0,12096.0,0.0,69696.0
2388,1000002387,20240316,1,,1342,1927,285,FULFILLED,64152.0,13471.92,900.0,78523.92
2389,1000002388,20250602,1,,97,974,1129,FULFILLED,42750.0,8977.5,1200.0,52927.5
2390,1000002389,20240515,2,1,1308,432,1,FULFILLED,57000.0,11970.0,0.0,68970.0
2391,1000002390,20240618,2,1,714,2778,1,FULFILLED,57720.0,12121.2,0.0,69841.2
2392,1000002391,20250809,1,,1357,441,532,FULFILLED,35280.0,7408.8,900.0,43588.8
2393,1000002392,20250831,1,,1092,78,2350,FULFILLED,51300.0,10773.0,1200.0,63273.0
2394,1000002393,20250518,2,1,513,,1,PAID,27000.0,5670.0,0.0,32670.0
2395,1000002394,20250505,2,2,263,3085,2,FULFILLED,10584.0,2222.64,0.0,12806.64
2396,1000002395,20250915,2,4,437,854,4,FULFILLED,36000.0,7560.0,0.0,43560.0
2397,1000002396,20240108,1,,1216,232,1111,PAID,39600.0,8316.0,900.0,48816.0
2398,1000002397,20240615,2,3,1391,1743,3,FULFILLED,35280.0,7408.8,0.0,42688.8
2399,1000002398,20240412,1,,348,388,246,FULFILLED,45000.0,9450.0,1200.0,55650.0
2400,1000002399,20241221,1,,429,2703,438,FULFILLED,28500.0,5985.0,1200.0,35685.0
2401,1000002400,20250827,2,3,388,176,3,FULFILLED,25872.0,5433.12,0.0,31305.12
2402,1000002401,20240819,1,,1062,2538,3104,FULFILLED,21168.0,4445.28,1500.0,27113.28
2403,1000002402,20240109,1,,536,1544,2838,FULFILLED,32400.0,6804.0,900.0,40104.0
2404,1000002403,20241117,1,,516,2264,467,FULFILLED,59850.0,12568.5,0.0,72418.5
2405,1000002404,20250226,2,3,1025,862,3,FULFILLED,15000.0,3150.0,0.0,18150.0
2406,1000002405,20240116,2,1,1405,2751,1,FULFILLED,45000.0,9450.0,0.0,54450.0
2407,1000002406,20250603,1,,1317,2245,1169,PAID,45000.0,9450.0,0.0,54450.0
2408,1000002407,20240120,2,4,1200,1464,4,FULFILLED,32400.0,6804.0,0.0,39204.0
2409,1000002408,20250325,2,4,984,1860,4,FULFILLED,57600.0,12096.0,0.0,69696.0
2410,1000002409,20240218,2,4,1465,171,4,PAID,35640.0,7484.4,0.0,43124.4
2411,1000002410,20250913,1,,831,2637,2644,PAID,53568.0,11249.28,1200.0,66017.28
2412,1000002411,20241210,1,,1206,115,2473,PAID,37800.0,7938.0,900.0,46638.0
2413,1000002412,20241003,2,4,1431,1860,4,FULFILLED,88770.0,18641.7,0.0,107411.7
2414,1000002413,20250906,1,,1288,2614,856,FULFILLED,27000.0,5670.0,1500.0,34170.0
2415,1000002414,20240524,1,,812,2630,2575,FULFILLED,29400.0,6174.0,900.0,36474.0
2416,1000002415,20250320,1,,587,3181,1717,PAID,44925.0,9434.25,900.0,55259.25
2417,1000002416,20240825,2,2,709,2943,2,PAID,11400.0,2394.0,0.0,13794.0
2418,1000002417,20240424,2,2,544,3127,2,FULFILLED,12825.0,2693.25,0.0,15518.25
2419,1000002418,20250517,2,3,1174,2670,3,REFUNDED,24300.0,5103.0,0.0,29403.0
2420,1000002419,20250308,1,,249,3063,659,FULFILLED,35520.0,7459.2,900.0,43879.2
2421,1000002420,20241219,1,,709,1348,331,FULFILLED,19440.0,4082.4,1500.0,25022.4
2422,1000002421,20241225,2,4,368,453,4,FULFILLED,24300.0,5103.0,0.0,29403.0
2423,1000002422,20250725,1,,991,1932,998,REFUNDED,32400.0,6804.0,900.0,40104.0
2424,1000002423,20240829,2,1,217,2795,1,PAID,31350.0,6583.5,0.0,37933.5
2425,1000002424,20250712,1,,146,332,280,PAID,42750.0,8977.5,1200.0,52927.5
2426,1000002425,20240307,1,,1376,3061,324,FULFILLED,22200.0,4662.0,900.0,27762.0
2427,1000002426,20240701,1,,583,1365,245,FULFILLED,65952.0,13849.92,0.0,79801.92
2428,1000002427,20240216,1,,779,1660,754,PAID,55860.0,11730.6,1200.0,68790.6
2429,1000002428,20250107,1,,216,1692,719,FULFILLED,42675.0,8961.75,1200.0,52836.75
2430,1000002429,20250717,2,4,1266,2260,4,PAID,38475.0,8079.75,0.0,46554.75
2431,1000002430,20250704,1,,629,441,1505,PAID,35190.0,7389.9,1200.0,43779.9
2432,1000002431,20250106,2,4,245,2180,4,FULFILLED,21600.0,4536.0,0.0,26136.0
2433,1000002432,20250829,2,4,1256,242,4,FULFILLED,10800.0,2268.0,0.0,13068.0
2434,1000002433,20241008,1,,1195,518,2641,FULFILLED,35280.0,7408.8,900.0,43588.8
2435,1000002434,20240127,2,3,191,1443,3,FULFILLED,13500.0,2835.0,0.0,16335.0
2436,1000002435,20250826,1,,1477,3059,82,FULFILLED,23760.0,4989.6,900.0,29649.6
2437,1000002436,20240402,2,4,464,414,4,FULFILLED,24000.0,5040.0,0.0,29040.0
2438,1000002437,20240717,2,2,667,78,2,FULFILLED,35280.0,7408.8,0.0,42688.8
2439,1000002438,20250424,1,,622,2917,2110,FULFILLED,24696.0,5186.16,0.0,29882.16
2440,1000002439,20250910,1,,866,1104,1486,CANCELLED,27348.0,5743.08,900.0,33991.08
2441,1000002440,20240503,1,,308,23,1618,FULFILLED,14250.0,2992.5,1200.0,18442.5
2442,1000002441,20240607,2,1,304,434,1,PAID,55200.0,11592.0,0.0,66792.0
2443,1000002442,20240322,1,,1405,1784,2030,FULFILLED,37044.0,7779.24,900.0,45723.24
2444,1000002443,20250124,2,3,1369,2678,3,FULFILLED,45000.0,9450.0,0.0,54450.0
2445,1000002444,20241113,1,,849,1011,1676,CANCELLED,26100.0,5481.0,1200.0,32781.0
2446,1000002445,20250622,1,,658,1304,1244,FULFILLED,11760.0,2469.6,1200.0,15429.6
2447,1000002446,20240505,2,4,1400,1532,4,FULFILLED,12600.0,2646.0,0.0,15246.0
2448,1000002447,20240404,1,,345,2183,1079,FULFILLED,45000.0,9450.0,900.0,55350.0
2449,1000002448,20240920,1,,617,2094,1946,FULFILLED,34200.0,7182.0,900.0,42282.0
2450,1000002449,20240926,2,4,219,2531,4,FULFILLED,11880.0,2494.8,0.0,14374.8
2451,1000002450,20241001,1,,1253,104,3000,PAID,51180.0,10747.8,1200.0,63127.8
2452,1000002451,20240109,2,4,377,2748,4,FULFILLED,56400.0,11844.0,0.0,68244.0
2453,1000002452,20241201,2,2,577,1567,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2454,1000002453,20250327,1,,769,1100,3059,PAID,29160.0,6123.6,0.0,35283.6
2455,1000002454,20250719,1,,209,2144,2267,FULFILLED,42750.0,8977.5,900.0,52627.5
2456,1000002455,20240102,1,,449,1241,3201,PAID,88500.0,18585.0,1200.0,108285.0
2457,1000002456,20240616,2,1,859,,1,FULFILLED,10584.0,2222.64,0.0,12806.64
2458,1000002457,20250427,1,,960,855,2615,FULFILLED,74100.0,15561.0,1500.0,91161.0
2459,1000002458,20241201,1,,1120,3203,1140,CANCELLED,13500.0,2835.0,1500.0,17835.0
2460,1000002459,20250402,1,,993,323,666,FULFILLED,23520.0,4939.2,1200.0,29659.2
2461,1000002460,20240727,2,3,375,2964,3,PAID,36000.0,7560.0,0.0,43560.0
2462,1000002461,20241127,2,2,421,123,2,PAID,14700.0,3087.0,0.0,17787.0
2463,1000002462,20241018,2,4,1219,274,4,FULFILLED,12000.0,2520.0,0.0,14520.0
2464,1000002463,20250206,2,1,1418,2697,1,FULFILLED,24825.0,5213.25,0.0,30038.25
2465,1000002464,20250130,1,,1034,631,2094,FULFILLED,45000.0,9450.0,1200.0,55650.0
2466,1000002465,20241125,1,,801,3160,1716,FULFILLED,29400.0,6174.0,900.0,36474.0
2467,1000002466,20250122,2,3,89,,3,PAID,60480.0,12700.8,0.0,73180.8
2468,1000002467,20250725,2,1,436,971,1,FULFILLED,19440.0,4082.4,0.0,23522.4
2469,1000002468,20250927,1,,281,1527,94,FULFILLED,34200.0,7182.0,900.0,42282.0
2470,1000002469,20240729,1,,593,3063,774,FULFILLED,126031.5,26466.62,0.0,152498.12
2471,1000002470,20240628,2,2,996,2552,2,FULFILLED,40500.0,8505.0,0.0,49005.0
2472,1000002471,20250727,1,,205,,1815,FULFILLED,11970.0,2513.7,1200.0,15683.7
2473,1000002472,20240109,1,,520,867,2323,FULFILLED,40500.0,8505.0,1200.0,50205.0
2474,1000002473,20250823,1,,12,720,102,PAID,11400.0,2394.0,1200.0,14994.0
2475,1000002474,20241014,1,,126,902,1303,FULFILLED,46305.0,9724.05,1200.0,57229.05
2476,1000002475,20240623,2,1,826,1604,1,PAID,44887.5,9426.38,0.0,54313.88
2477,1000002476,20250326,1,,1062,,2020,FULFILLED,11400.0,2394.0,1500.0,15294.0
2478,1000002477,20240119,2,3,382,2975,3,CREATED,31320.0,6577.2,0.0,37897.2
2479,1000002478,20240418,1,,668,2457,2526,CREATED,10260.0,2154.6,900.0,13314.6
2480,1000002479,20250116,1,,1049,,2540,FULFILLED,63450.0,13324.5,1200.0,77974.5
2481,1000002480,20240705,1,,1479,1340,2849,FULFILLED,12000.0,2520.0,1500.0,16020.0
2482,1000002481,20250924,2,1,586,2567,1,FULFILLED,12936.0,2716.56,0.0,15652.56
2483,1000002482,20250120,1,,983,1854,2027,FULFILLED,32400.0,6804.0,1200.0,40404.0
2484,1000002483,20240621,1,,921,2241,1,FULFILLED,24000.0,5040.0,1200.0,30240.0
2485,1000002484,20240928,1,,837,3060,579,FULFILLED,45000.0,9450.0,1200.0,55650.0
2486,1000002485,20250906,2,4,1404,,4,FULFILLED,41400.0,8694.0,0.0,50094.0
2487,1000002486,20241122,2,4,605,1120,4,CANCELLED,34200.0,7182.0,0.0,41382.0
2488,1000002487,20240405,1,,836,1291,1525,FULFILLED,36000.0,7560.0,1200.0,44760.0
2489,1000002488,20250506,1,,30,160,138,FULFILLED,30000.0,6300.0,0.0,36300.0
2490,1000002489,20240725,1,,1358,2838,1719,PAID,9720.0,2041.2,1500.0,13261.2
2491,1000002490,20241019,1,,569,2246,2913,FULFILLED,13500.0,2835.0,900.0,17235.0
2492,1000002491,20240903,2,1,459,2059,1,FULFILLED,12348.0,2593.08,0.0,14941.08
2493,1000002492,20250816,1,,870,2661,848,FULFILLED,31752.0,6667.92,1500.0,39919.92
2494,1000002493,20240825,1,,1123,,1239,CANCELLED,15750.0,3307.5,900.0,19957.5
2495,1000002494,20250107,2,3,146,2728,3,PAID,30780.0,6463.8,0.0,37243.8
2496,1000002495,20240306,2,1,826,2224,1,FULFILLED,54600.0,11466.0,0.0,66066.0
2497,1000002496,20240131,1,,1228,574,13,PAID,10260.0,2154.6,1200.0,13614.6
2498,1000002497,20240416,1,,495,958,1596,FULFILLED,47250.0,9922.5,900.0,58072.5
2499,1000002498,20240506,2,1,1159,2595,1,FULFILLED,45000.0,9450.0,0.0,54450.0
2500,1000002499,20250612,1,,1344,1708,1759,FULFILLED,10800.0,2268.0,1200.0,14268.0
2501,1000002500,20240926,1,,847,1551,1824,PAID,21600.0,4536.0,900.0,27036.0
2502,1000002501,20240926,1,,690,1910,289,PAID,25872.0,5433.12,0.0,31305.12
2503,1000002502,20250613,1,,985,1983,2035,FULFILLED,14700.0,3087.0,1200.0,18987.0
2504,1000002503,20250315,2,2,1413,1923,2,PAID,28350.0,5953.5,0.0,34303.5
2505,1000002504,20240406,2,3,1280,1846,3,FULFILLED,14175.0,2976.75,0.0,17151.75
2506,1000002505,20250319,1,,1130,1628,3196,FULFILLED,131850.0,27688.5,900.0,160438.5
2507,1000002506,20250702,1,,247,1731,3091,FULFILLED,29160.0,6123.6,1200.0,36483.6
2508,1000002507,20250831,2,1,666,1724,1,FULFILLED,11400.0,2394.0,0.0,13794.0
2509,1000002508,20240804,1,,995,657,1395,FULFILLED,63630.0,13362.3,900.0,77892.3
2510,1000002509,20250429,1,,1081,3055,794,CANCELLED,24000.0,5040.0,0.0,29040.0
2511,1000002510,20241015,1,,723,2234,1777,FULFILLED,11400.0,2394.0,900.0,14694.0
2512,1000002511,20240319,2,1,1284,577,1,PAID,11760.0,2469.6,0.0,14229.6
2513,1000002512,20241216,2,4,1372,2773,4,FULFILLED,42750.0,8977.5,0.0,51727.5
2514,1000002513,20241029,1,,397,1348,1948,FULFILLED,10800.0,2268.0,1500.0,14568.0
2515,1000002514,20240711,1,,508,,1168,PAID,47250.0,9922.5,0.0,57172.5
2516,1000002515,20250526,2,1,1212,1920,1,FULFILLED,36000.0,7560.0,0.0,43560.0
2517,1000002516,20240228,1,,765,1701,2221,PAID,21600.0,4536.0,1500.0,27636.0
2518,1000002517,20250215,1,,444,1627,2213,FULFILLED,25872.0,5433.12,0.0,31305.12
2519,1000002518,20240819,1,,798,1515,2138,FULFILLED,11760.0,2469.6,1200.0,15429.6
2520,1000002519,20240804,2,2,1380,153,2,FULFILLED,12000.0,2520.0,0.0,14520.0
2521,1000002520,20240624,1,,260,553,153,PAID,39600.0,8316.0,1200.0,49116.0
2522,1000002521,20250716,1,,25,504,2426,FULFILLED,45000.0,9450.0,900.0,55350.0
2523,1000002522,20250711,2,2,1301,2677,2,FULFILLED,13500.0,2835.0,0.0,16335.0
2524,1000002523,20240411,2,4,600,1793,4,FULFILLED,30870.0,6482.7,0.0,37352.7
2525,1000002524,20240229,1,,678,625,2327,FULFILLED,70537.5,14812.88,900.0,86250.38
2526,1000002525,20250730,1,,1500,3037,2014,PAID,79380.0,16669.8,1200.0,97249.8
2527,1000002526,20250403,1,,1414,2711,2734,FULFILLED,29700.0,6237.0,900.0,36837.0
2528,1000002527,20250615,1,,490,643,1366,FULFILLED,26722.5,5611.72,900.0,33234.22
2529,1000002528,20250329,1,,932,2508,1437,FULFILLED,29160.0,6123.6,900.0,36183.6
2530,1000002529,20240216,2,1,812,14,1,FULFILLED,67380.0,14149.8,0.0,81529.8
2531,1000002530,20240908,1,,1160,2215,982,FULFILLED,23940.0,5027.4,900.0,29867.4
2532,1000002531,20250107,1,,290,2109,2764,PAID,21168.0,4445.28,1200.0,26813.28
2533,1000002532,20250613,1,,891,,1956,FULFILLED,14175.0,2976.75,1200.0,18351.75
2534,1000002533,20240609,1,,870,1756,2098,FULFILLED,34020.0,7144.2,900.0,42064.2
2535,1000002534,20240109,2,2,991,1887,2,FULFILLED,24360.0,5115.6,0.0,29475.6
2536,1000002535,20240430,1,,793,346,2704,FULFILLED,42552.0,8935.92,1500.0,52987.92
2537,1000002536,20240617,1,,741,403,419,PAID,12825.0,2693.25,900.0,16418.25
2538,1000002537,20250502,1,,229,92,2691,FULFILLED,23520.0,4939.2,900.0,29359.2
2539,1000002538,20240207,2,2,177,2241,2,CANCELLED,23940.0,5027.4,0.0,28967.4
2540,1000002539,20240310,1,,706,2837,45,FULFILLED,14850.0,3118.5,1200.0,19168.5
2541,1000002540,20240305,1,,665,2483,2388,FULFILLED,39084.0,8207.64,900.0,48191.64
2542,1000002541,20241228,2,2,510,803,2,REFUNDED,32400.0,6804.0,0.0,39204.0
2543,1000002542,20240914,1,,1172,1603,927,FULFILLED,21600.0,4536.0,0.0,26136.0
2544,1000002543,20241121,2,2,392,1725,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2545,1000002544,20250522,1,,163,2862,2639,FULFILLED,12000.0,2520.0,1200.0,15720.0
2546,1000002545,20250113,1,,918,1831,851,FULFILLED,24300.0,5103.0,0.0,29403.0
2547,1000002546,20240209,2,2,788,170,2,PAID,23550.0,4945.5,0.0,28495.5
2548,1000002547,20240719,1,,1008,3128,1553,FULFILLED,28500.0,5985.0,1200.0,35685.0
2549,1000002548,20250912,1,,157,3075,2495,FULFILLED,65430.0,13740.3,900.0,80070.3
2550,1000002549,20240505,1,,1387,1061,1038,FULFILLED,51030.0,10716.3,1200.0,62946.3
2551,1000002550,20250709,1,,448,80,1284,CANCELLED,38808.0,8149.68,900.0,47857.68
2552,1000002551,20240727,1,,180,1630,971,FULFILLED,12348.0,2593.08,1200.0,16141.08
2553,1000002552,20240918,1,,988,,2243,FULFILLED,14962.5,3142.12,900.0,19004.62
2554,1000002553,20250918,1,,1133,1898,1758,FULFILLED,35280.0,7408.8,1200.0,43888.8
2555,1000002554,20240706,1,,441,,1660,FULFILLED,40500.0,8505.0,1200.0,50205.0
2556,1000002555,20240803,1,,44,169,104,FULFILLED,21600.0,4536.0,1200.0,27336.0
2557,1000002556,20250521,1,,194,1279,870,PAID,9720.0,2041.2,0.0,11761.2
2558,1000002557,20240513,1,,622,3179,2814,FULFILLED,53475.0,11229.75,1200.0,65904.75
2559,1000002558,20250218,1,,81,1641,620,FULFILLED,34020.0,7144.2,900.0,42064.2
2560,1000002559,20250825,1,,525,,542,CREATED,24696.0,5186.16,1200.0,31082.16
2561,1000002560,20250503,2,2,204,,2,FULFILLED,45000.0,9450.0,0.0,54450.0
2562,1000002561,20241201,2,2,1393,621,2,FULFILLED,27000.0,5670.0,0.0,32670.0
2563,1000002562,20240621,1,,1057,866,3025,FULFILLED,34020.0,7144.2,1500.0,42664.2
2564,1000002563,20241219,1,,310,3028,2903,FULFILLED,105735.0,22204.35,1200.0,129139.35
2565,1000002564,20240116,1,,358,2400,2650,FULFILLED,35640.0,7484.4,1500.0,44624.4
2566,1000002565,20240711,1,,1271,1505,2331,FULFILLED,47520.0,9979.2,900.0,58399.2
2567,1000002566,20250517,1,,1158,1995,1563,FULFILLED,24300.0,5103.0,900.0,30303.0
2568,1000002567,20250703,2,4,492,518,4,PAID,29400.0,6174.0,0.0,35574.0
2569,1000002568,20250122,1,,1207,532,2890,FULFILLED,22800.0,4788.0,900.0,28488.0
2570,1000002569,20250509,2,3,1015,2074,3,FULFILLED,12600.0,2646.0,0.0,15246.0
2571,1000002570,20241218,2,2,698,592,2,FULFILLED,47040.0,9878.4,0.0,56918.4
2572,1000002571,20250210,2,4,860,2377,4,FULFILLED,37272.0,7827.12,0.0,45099.12
2573,1000002572,20250103,1,,1258,1676,2191,FULFILLED,57915.0,12162.15,900.0,70977.15
2574,1000002573,20241118,1,,1032,869,1100,FULFILLED,42750.0,8977.5,1200.0,52927.5
2575,1000002574,20250914,1,,26,1220,1110,FULFILLED,23520.0,4939.2,1200.0,29659.2
2576,1000002575,20240727,1,,268,2174,1514,FULFILLED,66600.0,13986.0,900.0,81486.0
2577,1000002576,20240503,1,,1242,1100,367,FULFILLED,34020.0,7144.2,1200.0,42364.2
2578,1000002577,20240406,1,,393,344,256,PAID,60000.0,12600.0,0.0,72600.0
2579,1000002578,20240911,2,4,99,2866,4,CREATED,10800.0,2268.0,0.0,13068.0
2580,1000002579,20250921,1,,518,1398,2453,FULFILLED,24300.0,5103.0,0.0,29403.0
2581,1000002580,20240906,1,,420,2707,350,FULFILLED,57168.0,12005.28,1500.0,70673.28
2582,1000002581,20240303,2,3,323,1939,3,FULFILLED,37380.0,7849.8,0.0,45229.8
2583,1000002582,20240223,1,,1359,1081,2510,FULFILLED,50460.0,10596.6,900.0,61956.6
2584,1000002583,20250131,1,,988,334,1544,FULFILLED,45600.0,9576.0,900.0,56076.0
2585,1000002584,20250207,2,3,687,1125,3,FULFILLED,13500.0,2835.0,0.0,16335.0
2586,1000002585,20240624,1,,395,1502,197,CANCELLED,24000.0,5040.0,1200.0,30240.0
2587,1000002586,20241220,2,3,35,1851,3,FULFILLED,26400.0,5544.0,0.0,31944.0
2588,1000002587,20250304,2,2,264,537,2,FULFILLED,73800.0,15498.0,0.0,89298.0
2589,1000002588,20241013,1,,1085,2031,3157,FULFILLED,21600.0,4536.0,900.0,27036.0
2590,1000002589,20241112,1,,1023,2156,261,FULFILLED,40500.0,8505.0,900.0,49905.0
2591,1000002590,20250209,1,,789,18,900,CANCELLED,82500.0,17325.0,900.0,100725.0
2592,1000002591,20250720,2,2,524,1093,2,FULFILLED,68400.0,14364.0,0.0,82764.0
2593,1000002592,20240615,1,,189,1360,2593,PAID,45540.0,9563.4,0.0,55103.4
2594,1000002593,20250524,2,4,806,139,4,CANCELLED,49500.0,10395.0,0.0,59895.0
2595,1000002594,20240924,1,,1241,,2779,FULFILLED,45000.0,9450.0,1500.0,55950.0
